fecha_utc,accion,symbol,precio,cantidad,pnl_pct,equity_despues,motivo
2026-07-11 20:53:36 UTC,BUY,QQQ,725.51,1.377927,,999.70,Precio 723.28 > SMA150 645.71 (1d) -> LONG
