fecha_utc,equity,precio,posicion
2026-07-19 21:49:26 UTC,1000.00,4498.8285,MART
2026-07-20 00:22:42 UTC,1001.81,4503.1904,MART
2026-07-20 02:55:58 UTC,1004.07,4516.9829,MART
2026-07-20 05:29:14 UTC,1005.14,4534.6654,MART
2026-07-20 08:02:30 UTC,1005.48,4534.2230,MART
2026-07-20 10:35:46 UTC,1010.92,4536.8506,MART
2026-07-20 13:09:02 UTC,1013.45,4557.6088,MART
2026-07-20 15:42:19 UTC,922.53,4483.6137,MART
2026-07-20 18:15:35 UTC,952.92,4501.7230,MART
2026-07-20 20:48:51 UTC,960.36,4506.1518,MART
2026-07-20 23:22:07 UTC,956.64,4503.9383,MART
2026-07-21 01:55:23 UTC,960.03,4505.9556,MART
2026-07-21 04:28:39 UTC,979.91,4517.7998,MART
2026-07-21 07:01:55 UTC,999.96,4529.7495,MART
2026-07-21 09:35:11 UTC,999.51,4529.4761,MART
2026-07-21 12:08:27 UTC,992.11,4525.0718,MART
2026-07-21 14:41:43 UTC,996.52,4527.6957,MART
2026-07-21 17:14:59 UTC,1004.06,4532.1894,MART
2026-07-21 19:48:15 UTC,1019.04,4541.1152,MART
2026-07-21 22:21:31 UTC,1009.96,4521.8299,MART
2026-07-22 00:54:47 UTC,1012.62,4523.4067,MART
2026-07-22 03:28:03 UTC,1008.55,4520.9909,MART
2026-07-22 06:01:19 UTC,1000.89,4516.4390,MART
2026-07-22 08:34:35 UTC,982.40,4505.4461,MART
2026-07-22 11:07:51 UTC,1007.30,4520.2460,MART
2026-07-22 13:41:07 UTC,1027.87,4537.7628,MART
2026-07-22 16:14:23 UTC,1033.37,4528.4998,MART
2026-07-22 18:47:39 UTC,1033.95,4517.2851,MART
2026-07-22 21:20:55 UTC,1036.96,4515.9201,MART
2026-07-22 23:54:11 UTC,1037.89,4553.4275,MART
2026-07-23 02:27:27 UTC,1043.22,4534.6406,MART
2026-07-23 05:00:43 UTC,1045.41,4515.8879,MART
2026-07-23 07:33:59 UTC,1046.68,4525.6419,MART
2026-07-23 10:07:16 UTC,1047.41,4553.4651,MART
2026-07-23 12:40:32 UTC,1049.38,4570.6419,MART
2026-07-23 15:13:48 UTC,1049.75,4585.0577,MART
2026-07-23 17:47:04 UTC,1050.33,4599.6938,MART
2026-07-23 20:20:20 UTC,1045.32,4571.9610,MART
2026-07-23 22:53:36 UTC,1004.76,4547.5881,MART
2026-07-24 01:26:52 UTC,970.13,4526.7810,MART
