fecha_utc,equity,precio,posicion
2026-07-19 00:12:54 UTC,1000.00,4018.80,MART
2026-07-19 03:57:47 UTC,1000.00,4018.80,MART
2026-07-19 06:44:02 UTC,1000.00,4018.80,MART
2026-07-19 10:01:17 UTC,1000.00,4018.80,MART
2026-07-19 11:32:11 UTC,1000.00,4018.80,MART
2026-07-19 13:55:47 UTC,1000.00,4018.80,MART
2026-07-19 15:16:56 UTC,1000.00,4018.80,MART
2026-07-19 17:18:12 UTC,1000.00,4018.80,MART
2026-07-19 19:34:24 UTC,1000.00,4018.80,MART
2026-07-19 21:09:24 UTC,1000.00,4018.80,MART
2026-07-19 23:13:48 UTC,999.68,3997.10,MART
2026-07-20 04:07:05 UTC,1000.14,4028.30,MART
2026-07-20 04:28:39 UTC,1000.47,4027.40,MART
2026-07-20 04:50:36 UTC,1000.49,4027.90,MART
2026-07-20 07:32:17 UTC,983.23,4007.70,MART
2026-07-20 11:15:32 UTC,1007.87,4029.30,MART
2026-07-20 14:34:44 UTC,978.41,4006.80,MART
2026-07-20 18:21:42 UTC,991.10,4013.50,MART
2026-07-20 21:34:21 UTC,987.88,4011.80,MART
2026-07-20 23:16:41 UTC,984.28,4009.90,MART
2026-07-21 03:48:37 UTC,1015.78,4049.60,MART
2026-07-21 06:43:03 UTC,1016.60,4078.10,MART
2026-07-21 10:34:53 UTC,1022.37,4072.00,MART
2026-07-21 14:25:53 UTC,1026.44,4068.90,MART
2026-07-21 17:47:29 UTC,1028.17,4074.30,MART
2026-07-21 19:54:30 UTC,1029.39,4087.70,MART
2026-07-21 21:34:08 UTC,1029.27,4082.20,MART
2026-07-21 23:14:18 UTC,1029.73,4084.40,MART
2026-07-22 03:49:54 UTC,1031.55,4138.10,MART
2026-07-22 06:43:56 UTC,1033.18,4121.30,MART
2026-07-22 10:35:05 UTC,1041.02,4126.00,MART
2026-07-22 14:25:35 UTC,1047.45,4157.70,MART
2026-07-22 17:43:06 UTC,1055.03,4152.70,MART
2026-07-22 19:46:04 UTC,1056.18,4140.80,MART
2026-07-22 21:31:30 UTC,1045.50,4135.00,MART
2026-07-22 23:17:14 UTC,1017.53,4119.80,MART
2026-07-23 03:47:30 UTC,1065.59,4131.60,MART
2026-07-23 06:41:36 UTC,1067.03,4124.40,MART
