fecha_utc,accion,symbol,precio,cantidad,pnl_pct,equity_despues,motivo
2026-09-02 19:06:38 UTC,BUY,ETHUSDT,2395.22,0.417081,,999.00,Precio 2418.57 > SMA50 2044.67 (1d) -> LONG
