fecha_utc,accion,precio,pnl_pct,equity_despues
2026-08-03 07:53 UTC,SELL,4118.3999,0.069,1049.83
2026-08-03 07:54 UTC,BUY,4118.2002,,1049.83
2026-08-03 08:01 UTC,BUY,4115.1939,,1049.83
2026-08-03 08:27 UTC,BUY,4112.1898,,1049.83
2026-08-03 09:13 UTC,SELL,4117.7002,0.069,1050.03
2026-08-03 09:14 UTC,BUY,4117.2998,,1050.03
2026-08-03 09:18 UTC,BUY,4114.2942,,1050.03
2026-08-03 09:21 UTC,BUY,4111.2907,,1050.03
2026-08-03 09:27 UTC,BUY,4108.2895,,1050.03
2026-08-03 09:30 UTC,BUY,4105.2904,,1050.03
2026-08-03 09:48 UTC,SELL,4112.3999,0.069,1050.57
2026-08-03 09:49 UTC,BUY,4112.1001,,1050.57
2026-08-03 10:22 UTC,BUY,4109.0983,,1050.57
2026-08-03 10:42 UTC,BUY,4106.0986,,1050.57
2026-08-03 10:51 UTC,BUY,4103.1012,,1050.57
2026-08-03 11:05 UTC,SELL,4109.2002,0.069,1050.91
2026-08-03 11:06 UTC,BUY,4106.5000,,1050.91
2026-08-03 11:17 UTC,BUY,4103.5023,,1050.91
2026-08-03 11:37 UTC,SELL,4108.1001,0.069,1051.01
2026-08-03 11:38 UTC,BUY,4107.2002,,1051.01
2026-08-03 11:42 UTC,SELL,4110.7002,0.069,1051.05
2026-08-03 11:43 UTC,BUY,4110.2998,,1051.05
2026-08-03 11:49 UTC,SELL,4117.5000,0.069,1051.09
2026-08-03 11:50 UTC,BUY,4118.2998,,1051.09
2026-08-03 12:05 UTC,BUY,4115.2934,,1051.09
2026-08-03 12:13 UTC,BUY,4112.2893,,1051.09
2026-08-03 12:19 UTC,BUY,4109.2873,,1051.09
2026-08-03 12:20 UTC,BUY,4106.2875,,1051.09
2026-08-03 12:37 UTC,BUY,4103.2899,,1051.09
2026-08-03 12:40 UTC,BUY,4100.2945,,1051.09
2026-08-03 13:00 UTC,SELL,4109.7998,0.069,1052.42
2026-08-03 13:01 UTC,BUY,4101.3999,,1052.42
2026-08-03 13:02 UTC,BUY,4098.4059,,1052.42
2026-08-03 13:13 UTC,BUY,4095.4140,,1052.42
2026-08-03 13:17 UTC,BUY,4092.4244,,1052.42
2026-08-03 13:20 UTC,BUY,4089.4369,,1052.42
2026-08-03 13:31 UTC,BUY,4086.4516,,1052.42
2026-08-03 13:35 UTC,BUY,4083.4685,,1052.42
2026-08-03 14:02 UTC,SELL,4091.3999,0.069,1053.74
2026-08-03 14:03 UTC,BUY,4084.8999,,1053.74
2026-08-03 14:10 UTC,BUY,4081.9179,,1053.74
2026-08-03 14:13 UTC,SELL,4087.0000,0.069,1053.84
2026-08-03 14:14 UTC,BUY,4088.3999,,1053.84
2026-08-03 14:20 UTC,BUY,4085.4154,,1053.84
2026-08-03 14:22 UTC,SELL,4090.0000,0.069,1053.95
2026-08-03 14:23 UTC,BUY,4090.3000,,1053.95
2026-08-03 14:30 UTC,BUY,4087.3141,,1053.95
2026-08-03 14:35 UTC,SELL,4093.1001,0.069,1054.05
2026-08-03 14:36 UTC,BUY,4091.3999,,1054.05
2026-08-03 14:39 UTC,BUY,4088.4132,,1054.05
2026-08-03 14:42 UTC,SELL,4093.3999,0.069,1054.15
2026-08-03 14:43 UTC,BUY,4093.0000,,1054.15
2026-08-03 14:48 UTC,BUY,4090.0121,,1054.15
2026-08-03 14:57 UTC,SELL,4094.8999,0.069,1054.25
2026-08-03 14:58 UTC,BUY,4092.6001,,1054.25
2026-08-03 15:01 UTC,BUY,4089.6125,,1054.25
2026-08-03 15:05 UTC,BUY,4086.6271,,1054.25
2026-08-03 15:08 UTC,SELL,4092.3999,0.069,1054.45
2026-08-03 15:08 UTC,BUY,4090.3000,,1054.45
2026-08-03 15:22 UTC,SELL,4093.6001,0.069,1054.49
2026-08-03 15:23 UTC,BUY,4092.6001,,1054.49
2026-08-03 15:25 UTC,BUY,4089.6125,,1054.49
2026-08-03 15:28 UTC,BUY,4086.6271,,1054.49
2026-08-03 15:39 UTC,SELL,4092.3999,0.069,1054.69
2026-08-03 15:40 UTC,BUY,4092.7000,,1054.69
2026-08-03 15:46 UTC,SELL,4096.3999,0.069,1054.73
2026-08-03 15:47 UTC,BUY,4094.2000,,1054.73
2026-08-03 15:56 UTC,BUY,4091.2112,,1054.73
2026-08-03 17:52 UTC,BUY,4088.2246,,1054.73
2026-08-03 18:10 UTC,SELL,4094.3000,0.069,1054.92
2026-08-03 18:11 UTC,BUY,4092.6001,,1054.92
2026-08-03 18:43 UTC,SELL,4095.6001,0.069,1054.96
