fecha_utc,equity,precio,posicion
2026-07-19 21:49:26 UTC,1000.00,159.7369,MART
2026-07-20 00:22:42 UTC,999.98,159.6407,MART
2026-07-20 02:55:58 UTC,1000.00,159.6622,MART
2026-07-20 05:29:14 UTC,1000.03,159.6827,MART
2026-07-20 08:02:30 UTC,1000.10,159.6720,MART
2026-07-20 10:35:46 UTC,1000.13,159.7508,MART
2026-07-20 13:09:02 UTC,1000.15,159.6878,MART
2026-07-20 15:42:19 UTC,1000.18,159.7203,MART
2026-07-20 18:15:35 UTC,1000.26,159.8230,MART
2026-07-20 20:48:51 UTC,1000.29,159.8956,MART
2026-07-20 23:22:07 UTC,1000.39,159.8951,MART
2026-07-21 01:55:23 UTC,1000.40,159.8915,MART
2026-07-21 04:28:39 UTC,1000.39,159.8167,MART
2026-07-21 07:01:55 UTC,1000.53,159.9729,MART
2026-07-21 09:35:11 UTC,1000.52,159.9429,MART
2026-07-21 12:08:27 UTC,1000.64,159.9765,MART
2026-07-21 14:41:43 UTC,1000.61,159.8994,MART
2026-07-21 17:14:59 UTC,1000.53,159.8205,MART
2026-07-21 19:48:15 UTC,999.82,159.6019,MART
2026-07-21 22:21:31 UTC,1001.27,159.8174,MART
2026-07-22 00:54:47 UTC,1001.27,159.8197,MART
2026-07-22 03:28:03 UTC,1001.25,159.7449,MART
2026-07-22 06:01:19 UTC,1001.31,159.7955,MART
2026-07-22 08:34:35 UTC,1001.28,159.7728,MART
2026-07-22 11:07:51 UTC,1001.46,160.0470,MART
2026-07-22 13:41:07 UTC,1001.44,159.9972,MART
2026-07-22 16:14:23 UTC,1001.35,159.9133,MART
2026-07-22 18:47:39 UTC,1001.37,159.8966,MART
2026-07-22 21:20:55 UTC,1000.87,159.7335,MART
2026-07-22 23:54:11 UTC,1000.24,159.6315,MART
2026-07-23 02:27:27 UTC,1000.21,159.6296,MART
2026-07-23 05:00:43 UTC,1002.47,159.6713,MART
2026-07-23 07:33:59 UTC,1004.07,159.7308,MART
